species;code
Scutellaria fauriei;extratropical
Scutellaria formosa;generalist
Scutellaria formosana;extratropical
Scutellaria forrestii;extratropical
Scutellaria franchetiana;extratropical
Scutellaria fruticetorum;generalist
Scutellaria galericulata;extratropical
Scutellaria gardoquioides;generalist
Scutellaria gaumeri;tropical
Scutellaria glabriuscula;extratropical
Scutellaria glandulosa;tropical
Scutellaria glechomoides;extratropical
Scutellaria grandiflora;extratropical
Scutellaria grossecrenata;extratropical
Scutellaria guatemalensis;generalist
Scutellaria hastifolia;extratropical
Scutellaria havanensis;tropical
Scutellaria heydei;extratropical
Scutellaria hintoniana;generalist
Scutellaria hirta;extratropical
Scutellaria hispidula;extratropical
Scutellaria hookeri;tropical
Scutellaria humilis;extratropical
Scutellaria hypericifolia;extratropical
Scutellaria incana;extratropical
Scutellaria incarnata;generalist
Scutellaria indica;extratropical
Scutellaria integrifolia;extratropical
Scutellaria iyoensis;extratropical
Scutellaria javanica;tropical
Scutellaria kiusiana;extratropical
Scutellaria laeteviolacea;extratropical
Scutellaria lateriflora;extratropical
Scutellaria leptostegia;extratropical
Scutellaria leucantha;tropical
Scutellaria likiangensis;extratropical
Scutellaria linearis;extratropical
Scutellaria litwinowii;extratropical
Scutellaria longifolia;tropical
Scutellaria lundellii;tropical
Scutellaria luteocaerulea;extratropical
Scutellaria lutilabia;extratropical
Scutellaria macra;extratropical
Scutellaria maxonii;tropical
Scutellaria mellichampii;extratropical
Scutellaria mexicana;extratropical
Scutellaria microphylla;extratropical
Scutellaria minor;extratropical
Scutellaria mociniana;generalist
Scutellaria molanguitensis;generalist
Scutellaria mollis;extratropical
Scutellaria moniliorhiza;extratropical
Scutellaria monterreyana;extratropical
Scutellaria multicaulis;extratropical
Scutellaria multiglandulosa;extratropical
Scutellaria muramatsui;extratropical
Scutellaria muriculata;extratropical
Scutellaria muzquiziana;extratropical
Scutellaria nana;extratropical
Scutellaria nervosa;extratropical
Scutellaria nicholsonii;extratropical
Scutellaria nummulariifolia;extratropical
Scutellaria oaxacana;extratropical
Scutellaria oblongifolia;tropical
Scutellaria obtusifolia;extratropical
Scutellaria ochotensis;extratropical
Scutellaria ocymoides;generalist
Scutellaria omeiensis;extratropical
Scutellaria orichalcea;tropical
Scutellaria orientalis;extratropical
Scutellaria orizabensis;generalist
Scutellaria orthocalyx;extratropical
Scutellaria ovata;extratropical
Scutellaria pacifica;extratropical
Scutellaria parvula;extratropical
Scutellaria paulsenii;extratropical
Scutellaria pekinensis;extratropical
Scutellaria pinnatifida;extratropical
Scutellaria playfairii;tropical
Scutellaria potosina;extratropical
Scutellaria prostrata;extratropical
Scutellaria przewalskii;extratropical
Scutellaria pseudocoerulea;generalist
Scutellaria pseudotenax;extratropical
Scutellaria purpurascens;generalist
Scutellaria purpureocardia;extratropical
Scutellaria quadrilobulata;extratropical
Scutellaria racemosa;generalist
Scutellaria regeliana;extratropical
Scutellaria rehderiana;extratropical
Scutellaria resinosa;extratropical
Scutellaria roseocyanea;tropical
Scutellaria rubicunda;extratropical
Scutellaria rubropunctata;tropical
Scutellaria rupestris;extratropical
Scutellaria sapphirina;extratropical
Scutellaria sarmentosa;generalist
Scutellaria saxatilis;extratropical
Scutellaria scandens;extratropical
Scutellaria schweinfurthii;tropical
Scutellaria scordiifolia;extratropical
Scutellaria scutellarioides;generalist
Scutellaria seleriana;generalist
Scutellaria serrata;extratropical
Scutellaria sessilifolia;extratropical
Scutellaria shikokiana;extratropical
Scutellaria sieberi;extratropical
Scutellaria sieversii;extratropical
Scutellaria siphocampyloides;extratropical
Scutellaria sosnowskyi;extratropical
Scutellaria sporadum;undetermined
Scutellaria stewartii;extratropical
Scutellaria strigillosa;extratropical
Scutellaria subintegra;extratropical
Scutellaria suffrutescens;extratropical
Scutellaria supina;extratropical
Scutellaria tayloriana;extratropical
Scutellaria tenuipetiolata;tropical
Scutellaria texana;extratropical
Scutellaria tsinyunensis;extratropical
Scutellaria tuberifera;extratropical
Scutellaria tuberosa;extratropical
Scutellaria tuvensis;extratropical
Scutellaria uliginosa;generalist
Scutellaria violascens;generalist
Scutellaria viscidula;extratropical
Scutellaria vitifolia;tropical
Scutellaria volubilis;generalist
Scutellaria wrightii;extratropical
Scutellaria yezoensis;extratropical
Scutellaria yingtakensis;extratropical
Scutellaria yunnanensis;extratropical
Seemannia gymnostoma;extratropical
Seemannia nematanthodes;extratropical
Seemannia purpurascens;generalist
Seemannia sylvatica;generalist
Selago acocksii;extratropical
Selago albida;extratropical
Selago albomarginata;extratropical
Selago alopecuroides;generalist
Selago amboensis;extratropical
Selago angustibractea;generalist
Selago aspera;extratropical
Selago atherstonei;extratropical
Selago bolusii;extratropical
Selago brevifolia;extratropical
Selago burchellii;extratropical
Selago burkei;extratropical
Selago canescens;extratropical
Selago capitellata;extratropical
Selago cecilae;extratropical
Selago centralis;extratropical
Selago ciliata;extratropical
Selago compacta;extratropical
Selago confusa;extratropical
Selago corymbosa;extratropical
Selago cucullata;extratropical
Selago curvifolia;extratropical
Selago decipiens;extratropical
Selago densiflora;extratropical
Selago diffusa;extratropical
Selago dinteri;extratropical
Selago distans;extratropical
Selago divaricata;extratropical
Selago dregeana;extratropical
Selago eckloniana;extratropical
Selago elongata;tropical
Selago flanaganii;extratropical
Selago foliosa;extratropical
Selago fourcadei;extratropical
Selago fruticosa;extratropical
Selago galpinii;extratropical
Selago geniculata;extratropical
Selago glabrata;extratropical
Selago glandulosa;extratropical
Selago glomerata;extratropical
Selago glutinosa;extratropical
Selago goetzei;generalist
Selago gracilis;extratropical
Selago grandiceps;extratropical
Selago hermannioides;extratropical
Selago hyssopifolia;generalist
Selago immersa;extratropical
Selago kurtdinteri;extratropical
Selago lacunosa;generalist
Selago lamprocarpa;extratropical
Selago lepida;extratropical
Selago linearis;extratropical
Selago longicalyx;extratropical
Selago longiflora;extratropical
Selago longipedicellata;extratropical
Selago luxurians;extratropical
Selago lydenburgensis;extratropical
Selago magnakarooica;extratropical
Selago melliodora;extratropical
Selago micradenia;extratropical
Selago mixta;extratropical
Selago monticola;extratropical
Selago morrisii;extratropical
Selago multiflora;extratropical
Selago multispicata;extratropical
Selago mundii;extratropical
Selago muralis;tropical
Selago myrtifolia;extratropical
Selago namaquensis;extratropical
Selago nigrescens;extratropical
Selago oresigena;extratropical
Selago pachypoda;extratropical
Selago paniculata;generalist
Selago peduncularis;tropical
Selago pinea;extratropical
Selago pinguicula;extratropical
Selago polycephala;extratropical
Selago polygala;extratropical
Selago polystachya;extratropical
Selago psammophila;extratropical
Selago pulchra;extratropical
Selago ramosissima;extratropical
Selago recurva;generalist
Selago rehmannii;extratropical
Selago retropilosa;extratropical
Selago rigida;extratropical
Selago rotundifolia;extratropical
Selago saxatilis;extratropical
Selago scabrida;extratropical
Selago seticaulis;extratropical
Selago setulosa;extratropical
Selago speciosa;extratropical
Selago spectabilis;extratropical
Selago stewartii;extratropical
Selago subspinosa;extratropical
Selago swynnertonii;extratropical
Selago tarachodes;generalist
Selago tenuifolia;extratropical
Selago thomii;extratropical
Selago thomsonii;generalist
Selago thyrsoidea;generalist
Selago trauseldii;extratropical
Selago trinervia;extratropical
Selago triquetra;extratropical
Selago verna;extratropical
Selago villicaulis;extratropical
Selago villosa;extratropical
Selago welwitschii;extratropical
Selago witbergensis;extratropical
Sesamothamnus benguellensis;tropical
Sesamothamnus guerichii;generalist
Sesamothamnus lugardii;extratropical
Sesamothamnus rivae;tropical
Sesamum abbreviatum;extratropical
Sesamum alatum;generalist
Sesamum angolense;tropical
Sesamum byngianum;tropical
Sesamum calycinum;generalist
Sesamum capense;extratropical
Sesamum indicum;generalist
Sesamum latifolium;generalist
Sesamum marlothii;generalist
Sesamum parviflorum;tropical
Sesamum pedalioides;extratropical
Sesamum radiatum;tropical
Sesamum rigidum;generalist
Sesamum saxicola;generalist
Sesamum schinzianum;generalist
Sesamum sesamoides;tropical
Sesamum trilobum;extratropical
Sesamum triphyllum;extratropical
Seymeria bipinnatisecta;extratropical
Seymeria cassioides;extratropical
Seymeria coahuilana;extratropical
Seymeria decurva;extratropical
Seymeria deflexa;extratropical
Seymeria falcata;extratropical
Seymeria gypsophila;extratropical
Seymeria integrifolia;extratropical
Seymeria laciniata;extratropical
Seymeria pailana;extratropical
Seymeria pectinata;extratropical
Seymeria pennellii;extratropical
Seymeria scabra;extratropical
Seymeria sinaloana;extratropical
Seymeria tamaulipana;generalist
Seymeria texana;extratropical
Seymeria virgata;extratropical
Shuaria ecuadorica;tropical
Sibthorpia africana;extratropical
Sibthorpia conspicua;extratropical
Sibthorpia europaea;extratropical
Sibthorpia repens;generalist
Sideritis albiflora;extratropical
Sideritis alcarazii;extratropical
Sideritis angustifolia;extratropical
Sideritis aragonensis;extratropical
Sideritis arborescens;extratropical
Sideritis baluei;extratropical
Sideritis barbellata;tropical
Sideritis bourgeana;extratropical
Sideritis bubanii;extratropical
Sideritis calduchii;extratropical
Sideritis canariensis;tropical
Sideritis candicans;tropical
Sideritis carbonellii;extratropical
Sideritis chamaedryfolia;extratropical
Sideritis clandestina;extratropical
Sideritis cossoniana;generalist
Sideritis cretica;tropical
Sideritis dianica;extratropical
Sideritis endressii;extratropical
Sideritis euboea;extratropical
Sideritis euxina;extratropical
Sideritis fruticulosa;extratropical
Sideritis germanicopolitana;extratropical
Sideritis glacialis;extratropical
Sideritis glauca;extratropical
Sideritis grandiflora;extratropical
Sideritis hirsuta;extratropical
Sideritis hyssopifolia;extratropical
Sideritis iberica;extratropical
Sideritis ilicifolia;extratropical
Sideritis incana;extratropical
Sideritis italica;extratropical
Sideritis jahandiezii;extratropical
Sideritis lacaitae;extratropical
Sideritis lanata;extratropical
Sideritis lasiantha;extratropical
Sideritis laxispicata;extratropical
Sideritis leucantha;extratropical
Sideritis libanotica;extratropical
Sideritis lotsyi;tropical
Sideritis lurida;extratropical
Sideritis maireana;extratropical
Sideritis marminorensis;extratropical
Sideritis montana;extratropical
Sideritis montserratiana;extratropical
Sideritis ortonedae;extratropical
Sideritis osteoxylla;extratropical
Sideritis ovata;extratropical
Sideritis paui;extratropical
Sideritis paulii;extratropical
Sideritis perfoliata;extratropical
Sideritis pullulans;extratropical
Sideritis pungens;extratropical
Sideritis pusilla;extratropical
Sideritis raeseri;extratropical
Sideritis reverchonii;extratropical
Sideritis romana;extratropical
Sideritis sagredoi;extratropical
Sideritis scardica;extratropical
Sideritis serrata;extratropical
Sideritis sipylea;extratropical
Sideritis spinulosa;extratropical
Sideritis stachydioides;extratropical
Sideritis syriaca;extratropical
Sideritis taurica;extratropical
Sideritis tragoriganum;extratropical
Sideritis tugiensis;extratropical
Sideritis valentina;extratropical
Sideritis villosa;extratropical
Sieversandreas madagascarianus;tropical
Silvianthus bracteatus;generalist
Silvianthus tonkinensis;tropical
Silviella prostrata;extratropical
Silviella serpyllifolia;extratropical
Sinningia aggregata;generalist
Sinningia aghensis;tropical
Sinningia allagophylla;generalist
Sinningia amambayensis;tropical
Sinningia barbata;tropical
Sinningia brasiliensis;tropical
Sinningia bulbosa;tropical
Sinningia canescens;extratropical
Sinningia cooperi;generalist
Sinningia curtiflora;generalist
Sinningia douglasii;generalist
Sinningia elatior;tropical
Sinningia gigantifolia;generalist
Sinningia harleyi;tropical
Sinningia incarnata;tropical
Sinningia macrophylla;tropical
Sinningia macropoda;generalist
Sinningia macrostachya;generalist
Sinningia magnifica;tropical
Sinningia nivalis;generalist
Sinningia nordestina;tropical
Sinningia pusilla;tropical
Sinningia reitzii;extratropical
Sinningia richii;tropical
Sinningia rupicola;tropical
Sinningia sceptrum;tropical
Sinningia schiffneri;tropical
Sinningia sellovii;generalist
Sinningia speciosa;tropical
Sinningia sulcata;extratropical
Sinningia tuberosa;tropical
Sinningia tubiflora;generalist
Sinningia valsuganensis;tropical
Sinningia villosa;tropical
Sinningia warmingii;generalist
Siphocranion macranthum;extratropical
Siphocranion nudipes;extratropical
Siphonoglossa bartlettii;tropical
Siphonostegia chinensis;extratropical
Siphonostegia laeta;extratropical
Smithiantha cinnabarina;tropical
Smithiantha multiflora;tropical
Smithiantha zebrina;generalist
Solenophora calycosa;tropical
Solenophora chiapasensis;tropical
Solenophora insignis;generalist
Solenophora obscura;tropical
Solenophora purpusii;tropical
Sophronanthe hispida;generalist
Sopubia cana;extratropical
Sopubia conferta;generalist
Sopubia karaguensis;generalist
Sopubia lanata;generalist
Sopubia lasiocarpa;extratropical
Sopubia lemuriana;tropical
Sopubia mannii;generalist
Sopubia ramosa;tropical
Sopubia simplex;tropical
Sopubia trifida;tropical
Sopubia triphylla;tropical
Sparattosperma catingae;tropical
Sparattosperma leucanthum;tropical
Spathacanthus hahnianus;tropical
Spathacanthus hoffmannii;tropical
Spathacanthus parviflorus;tropical
Spathodea campanulata;tropical
Sphaerorrhiza sarmentiana;tropical
Sphenodesme involucrata;tropical
Sphenodesme mollis;tropical
Sphenodesme pentandra;tropical
Sphenodesme racemosa;tropical
Sphenodesme stellata;tropical
Sphenodesme triflora;tropical
Spirotecoma apiculata;tropical
Spirotecoma holguinensis;tropical
Spirotecoma spiralis;tropical
Stachydeoma graveolens;extratropical
Stachys acerosa;extratropical
Stachys aculeolata;generalist
Stachys adulterina;extratropical
Stachys aegyptiaca;extratropical
Stachys aethiopica;extratropical
Stachys affinis;extratropical
Stachys agraria;generalist
Stachys ajugoides;extratropical
Stachys albens;extratropical
Stachys albicaulis;extratropical
Stachys albiflora;extratropical
Stachys albotomentosa;tropical
Stachys alpigena;extratropical
Stachys alpina;extratropical
Stachys angustifolia;extratropical
Stachys anisochila;extratropical
Stachys annua;extratropical
Stachys aperta;generalist
Stachys arabica;extratropical
Stachys arachnoidea;extratropical
Stachys arenaria;extratropical
Stachys argillicola;tropical
Stachys arrecta;extratropical
Stachys arvensis;extratropical
Stachys aspera;extratropical
Stachys asperata;tropical
Stachys atherocalyx;extratropical
Stachys aurea;extratropical
Stachys bakeri;tropical
Stachys balansae;extratropical
Stachys beckeana;extratropical
Stachys benthamiana;extratropical
Stachys bergii;extratropical
Stachys biflora;generalist
Stachys bigelovii;extratropical
Stachys bogotensis;generalist
Stachys bolusii;extratropical
Stachys boraginoides;generalist
Stachys brachiata;tropical
Stachys brachyclada;extratropical
Stachys bullata;extratropical
Stachys burchelliana;extratropical
Stachys burgsdorffioides;extratropical
Stachys byzantina;extratropical
Stachys caffra;extratropical
Stachys candida;extratropical
Stachys canescens;extratropical
Stachys chamissonis;extratropical
Stachys chinensis;extratropical
Stachys chrysantha;extratropical
Stachys circinata;extratropical
Stachys coccinea;generalist
Stachys comosa;tropical
Stachys cordata;extratropical
Stachys corsica;extratropical
Stachys cretica;extratropical
Stachys cuneata;extratropical
Stachys cymbalaria;extratropical
Stachys darcyana;tropical
Stachys debilis;extratropical
Stachys didymantha;tropical
Stachys dinteri;extratropical
Stachys distans;extratropical
Stachys dregeana;extratropical
Stachys drummondii;generalist
Stachys durandiana;extratropical
Stachys elliptica;extratropical
Stachys eplingii;extratropical
Stachys erectiuscula;extratropical
Stachys eriantha;extratropical
Stachys euboica;undetermined
Stachys fendleri;tropical
Stachys flavescens;extratropical
Stachys flexuosa;extratropical
Stachys floccosa;extratropical
Stachys floridana;extratropical
Stachys fontqueri;extratropical
Stachys fruticulosa;extratropical
Stachys geobombycis;extratropical
Stachys germanica;extratropical
Stachys gilliesii;generalist
Stachys glandulibracteata;tropical
Stachys globosa;generalist
Stachys glutinosa;extratropical
Stachys graciliflora;extratropical
Stachys graeca;extratropical
Stachys grandidentata;extratropical
Stachys grandifolia;extratropical
Stachys guyoniana;extratropical
Stachys harleyana;tropical
Stachys heraclea;extratropical
Stachys herrerae;generalist
Stachys hispida;extratropical
Stachys humifusa;extratropical
Stachys hyssopifolia;extratropical
Stachys hyssopoides;extratropical
Stachys iberica;extratropical
Stachys iltisii;extratropical
Stachys inclusa;extratropical
Stachys inflata;extratropical
Stachys ionica;undetermined
Stachys iva;extratropical
Stachys keerlii;generalist
Stachys kouyangensis;extratropical
Stachys kuntzei;extratropical
Stachys kurdica;extratropical
Stachys lamarckii;extratropical
Stachys lamioides;generalist
Stachys langmaniae;extratropical
Stachys latidens;extratropical
Stachys lavandulifolia;extratropical
Stachys leucoglossa;extratropical
Stachys lindenii;generalist
Stachys linearis;extratropical
Stachys longispicata;extratropical
Stachys lyallii;tropical
Stachys macraei;extratropical
Stachys manantlanensis;tropical
Stachys mandoniana;generalist
Stachys maritima;extratropical
Stachys marrubiifolia;extratropical
Stachys megalodonta;extratropical
Stachys melissifolia;extratropical
Stachys menthifolia;extratropical
Stachys mexicana;extratropical
Stachys mollissima;extratropical
Stachys mouretii;extratropical
Stachys mucronata;extratropical
Stachys natalensis;extratropical
Stachys nemorivaga;extratropical
Stachys nepetifolia;extratropical
Stachys neurocalycina;extratropical
Stachys nigricans;generalist
Stachys nubilorum;extratropical
Stachys obliqua;extratropical
Stachys oblongifolia;extratropical
Stachys obtusicrena;extratropical
Stachys obtusifolia;extratropical
Stachys ocymastrum;extratropical
Stachys officinalis;extratropical
Stachys oreophila;tropical
Stachys pacifica;generalist
Stachys palaestina;extratropical
Stachys palustris;extratropical
Stachys pannosa;extratropical
Stachys parolinii;extratropical
Stachys peruviana;generalist
Stachys philippiana;extratropical
Stachys pilifera;extratropical
Stachys pilosa;extratropical
Stachys pilosissima;generalist
Stachys pittieri;tropical
Stachys plumosa;extratropical
Stachys pringlei;extratropical
Stachys pseudohumifusa;tropical
Stachys pseudonigricans;tropical
Stachys pumila;extratropical
Stachys pusilla;generalist
Stachys pycnantha;extratropical
Stachys radicans;generalist
Stachys recta;extratropical
Stachys rehmannii;extratropical
Stachys reticulata;extratropical
Stachys riederi;extratropical
Stachys rigida;extratropical
Stachys riparia;tropical
Stachys rivularis;extratropical
Stachys rothrockii;extratropical
Stachys rotundifolia;generalist
Stachys rudatisii;extratropical
Stachys rugosa;extratropical
Stachys salisii;extratropical
Stachys sanchezii;extratropical
Stachys saxicola;extratropical
Stachys scabrida;extratropical
Stachys sericea;extratropical
Stachys sessilifolia;extratropical
Stachys sessilis;extratropical
Stachys setifera;extratropical
Stachys simplex;extratropical
Stachys spathulata;extratropical
Stachys spectabilis;extratropical
Stachys sphaerodonta;tropical
Stachys spinosa;extratropical
Stachys spinulosa;extratropical
Stachys spreitzenhoferi;undetermined
Stachys sprucei;extratropical
Stachys spruneri;extratropical
Stachys stebbinsii;extratropical
Stachys stricta;extratropical
Stachys strictiflora;extratropical
Stachys sublobata;extratropical
Stachys swainsonii;extratropical
Stachys sylvatica;extratropical
Stachys tenerrima;generalist
Stachys tenuifolia;extratropical
Stachys tetragona;extratropical
Stachys thirkei;extratropical
Stachys thunbergii;extratropical
Stachys tournefortii;extratropical
Stachys trichophylla;tropical
Stachys tubulosa;generalist
Stachys turcomanica;extratropical
Stachys turneri;extratropical
Stachys tymphaea;extratropical
Stachys tysonii;extratropical
Stachys uniflora;tropical
Stachys venezuelana;tropical
Stachys viscosa;extratropical
Stachys viticina;extratropical
Stachys vulnerabilis;extratropical
Stachys yemenensis;tropical
Stachys zeyheri;extratropical
Stachytarpheta acuminata;extratropical
Stachytarpheta ajugifolia;tropical
Stachytarpheta albiflora;generalist
Stachytarpheta almasensis;tropical
Stachytarpheta arenaria;tropical
Stachytarpheta atriflora;tropical
Stachytarpheta bicolor;tropical
Stachytarpheta caatingensis;tropical
Stachytarpheta calderonii;tropical
Stachytarpheta candida;tropical
Stachytarpheta canescens;tropical
Stachytarpheta cayennensis;tropical
Stachytarpheta cearensis;tropical
Stachytarpheta coccinea;tropical
Stachytarpheta commutata;tropical
Stachytarpheta confertifolia;tropical
Stachytarpheta crassifolia;tropical
Stachytarpheta dawsonii;tropical
Stachytarpheta discolor;tropical
Stachytarpheta frantzii;tropical
Stachytarpheta friedrichsthalii;tropical
Stachytarpheta froesii;tropical
Stachytarpheta ganevii;tropical
Stachytarpheta gesnerioides;tropical
Stachytarpheta glabra;tropical
Stachytarpheta glandulosa;tropical
Stachytarpheta glazioviana;tropical
Stachytarpheta guedesii;tropical
Stachytarpheta harleyi;tropical
Stachytarpheta hassleri;tropical
Stachytarpheta hatschbachii;tropical
Stachytarpheta hintonii;generalist
Stachytarpheta hirsutissima;tropical
Stachytarpheta hispida;tropical
Stachytarpheta indica;tropical
Stachytarpheta integrifolia;tropical
Stachytarpheta jamaicensis;tropical
Stachytarpheta lactea;tropical
Stachytarpheta lacunosa;tropical
Stachytarpheta laevis;tropical
Stachytarpheta longiflora;generalist
Stachytarpheta longispicata;tropical
Stachytarpheta lychnitis;tropical
Stachytarpheta lythrophylla;tropical
Stachytarpheta macedoi;tropical
Stachytarpheta martiana;tropical
Stachytarpheta maximiliani;tropical
Stachytarpheta mexiae;tropical
Stachytarpheta microphylla;tropical
Stachytarpheta miniacea;tropical
Stachytarpheta mutabilis;tropical
Stachytarpheta orubica;tropical
Stachytarpheta pachystachya;tropical
Stachytarpheta paraguariensis;tropical
Stachytarpheta polyura;tropical
Stachytarpheta procumbens;tropical
Stachytarpheta quadrangula;tropical
Stachytarpheta radlkoferiana;tropical
Stachytarpheta restingensis;tropical
Stachytarpheta reticulata;tropical
Stachytarpheta rhomboidalis;tropical
Stachytarpheta rupestris;tropical
Stachytarpheta scaberrima;tropical
Stachytarpheta schottiana;tropical
Stachytarpheta sellowiana;tropical
Stachytarpheta sericea;tropical
Stachytarpheta sessilis;tropical
Stachytarpheta simplex;tropical
Stachytarpheta spathulata;tropical
Stachytarpheta speciosa;generalist
Stachytarpheta sprucei;tropical
Stachytarpheta stannardii;tropical
Stachytarpheta straminea;tropical
Stachytarpheta strigosa;tropical
Stachytarpheta trispicata;tropical
Stachytarpheta tuberculata;tropical
Stachytarpheta urticifolia;tropical
Stachytarpheta velutina;tropical
Stachytarpheta villosa;tropical
Stachytarpheta viscidula;tropical
Stauranthera grandiflora;tropical
Stauranthera umbrosa;tropical
Staurogyne anigozanthus;tropical
Staurogyne bicolor;tropical
Staurogyne capitata;tropical
Staurogyne chapaensis;extratropical
Staurogyne concinnula;generalist
Staurogyne diantheroides;tropical
Staurogyne eustachya;generalist
Staurogyne guianensis;tropical
Staurogyne hainanensis;tropical
Staurogyne hirsuta;tropical
Staurogyne hypoleuca;generalist
Staurogyne itatiaiae;generalist
Staurogyne kamerunensis;tropical
Staurogyne lepidagathoides;tropical
Staurogyne letestuana;tropical
Staurogyne macrobotrya;generalist
Staurogyne mandioccana;tropical
Staurogyne minarum;tropical
Staurogyne miqueliana;tropical
Staurogyne parva;tropical
Staurogyne pseudocapitata;tropical
Staurogyne rivularis;generalist
Staurogyne sesamoides;generalist
Staurogyne spraguei;tropical
Staurogyne stenophylla;tropical
Staurogyne stolonifera;tropical
Stemodia bartsioides;extratropical
Stemodia coahuilensis;extratropical
Stemodia durantifolia;generalist
Stemodia ericifolia;tropical
Stemodia foliosa;tropical
Stemodia fruticosa;tropical
Stemodia harleyi;tropical
Stemodia hassleriana;tropical
Stemodia hyptoides;tropical
Stemodia jorullensis;tropical
Stemodia lanata;tropical
Stemodia lanceolata;generalist
Stemodia lobata;tropical
Stemodia macrantha;generalist
Stemodia maritima;tropical
Stemodia microphylla;tropical
Stemodia palmeri;extratropical
Stemodia palustris;generalist
Stemodia peduncularis;tropical
Stemodia pratensis;tropical
Stemodia schottii;generalist
Stemodia serrata;tropical
Stemodia stellata;tropical
Stemodia stricta;generalist
Stemodia suffruticosa;generalist
Stemodia tenuifolia;tropical
Stemodia tetragona;extratropical
Stemodia trifoliata;tropical
Stemodia verticillata;generalist
Stemodiopsis buchananii;tropical
Stemodiopsis rivae;generalist
Stenandriopsis afromontana;tropical
Stenandriopsis amoena;tropical
Stenandriopsis buntingii;tropical
Stenandriopsis gabonica;tropical
Stenandriopsis guineensis;tropical
Stenandriopsis keraudrenae;tropical
Stenandriopsis talbotii;tropical
Stenandriopsis warneckei;tropical
Stenandrium barbatum;extratropical
Stenandrium chameranthemoideum;tropical
Stenandrium diphyllum;extratropical
Stenandrium dulce;generalist
Stenandrium goiasense;tropical
Stenandrium hatschbachii;tropical
Stenandrium hirsutum;tropical
Stenandrium mandioccanum;generalist
Stenandrium nanum;tropical
Stenandrium pedunculatum;tropical
Stenandrium pilosulum;extratropical
Stenandrium pohlii;tropical
Stenandrium praecox;tropical
Stenandrium radicosum;generalist
Stenandrium riedelianum;tropical
Stenandrium subcordatum;tropical
Stenandrium tenellum;generalist
Stenandrium tuberosum;tropical
Stenandrium verticillatum;extratropical
Stenogyne calaminthoides;tropical
Stenogyne kamehamehae;tropical
Stenogyne macrantha;tropical
Stenogyne microphylla;tropical
Stenogyne purpurea;undetermined
Stenogyne rotundifolia;tropical
Stenogyne rugosa;tropical
Stenogyne scrophularioides;tropical
Stenogyne sessilis;tropical
Stenostephanus chiapensis;tropical
Stenostephanus cochabambensis;extratropical
Stenostephanus crenulatus;generalist
Stenostephanus davidsonii;extratropical
Stenostephanus glaber;tropical
Stenostephanus haematodes;generalist
Stenostephanus jamesonii;extratropical
Stenostephanus lobeliiformis;tropical
Stenostephanus longistaminus;tropical
Stenostephanus luteynii;tropical
Stenostephanus lyman-smithii;tropical
Stenostephanus macrochilus;tropical
Stenostephanus monolophus;tropical
Stenostephanus pyramidalis;extratropical
Stenostephanus sanguineus;generalist
Stenostephanus scolnikae;tropical
Stenostephanus sessilifolius;tropical
Stenostephanus silvaticus;tropical
Stenostephanus sprucei;tropical
Stenostephanus tenellus;generalist
Stereospermum acuminatissimum;tropical
Stereospermum arcuatum;tropical
Stereospermum chelonoides;extratropical
Stereospermum colais;extratropical
Stereospermum euphorioides;tropical
Stereospermum fimbriatum;tropical
Stereospermum harmsianum;tropical
Stereospermum hildebrandtii;tropical
Stereospermum kunthianum;tropical
Stereospermum longiflorum;tropical
Stereospermum nematocarpum;tropical
Stereospermum neuranthum;tropical
Stereospermum strigilosum;extratropical
Stereospermum undatum;tropical
Stereospermum variabile;tropical
Stilbe albiflora;extratropical
Stilbe ericoides;extratropical
Stilbe gymnopharyngia;extratropical
Stilbe overbergensis;extratropical
Stilbe rupestris;extratropical
Stilbe serrulata;extratropical
Stilbe vestita;undetermined
Stizophyllum inaequilaterum;tropical
Stizophyllum perforatum;tropical
Stizophyllum riparium;tropical
Streptocarpus albus;tropical
Streptocarpus andohahelensis;tropical
Streptocarpus bambuseti;tropical
Streptocarpus baudertii;extratropical
Streptocarpus beampingaratrensis;tropical
Streptocarpus boinensis;tropical
Streptocarpus brachynema;tropical
Streptocarpus buchananii;tropical
Streptocarpus bullatus;tropical
Streptocarpus campanulatus;tropical
Streptocarpus capuronii;tropical
Streptocarpus caulescens;tropical
Streptocarpus confusus;extratropical
Streptocarpus cyaneus;extratropical
Streptocarpus daviesii;extratropical
Streptocarpus dunnii;extratropical
Streptocarpus elongatus;tropical
Streptocarpus eylesii;tropical
Streptocarpus galpinii;extratropical
Streptocarpus gardenii;extratropical
Streptocarpus glabrifolius;tropical
Streptocarpus glandulosissimus;tropical
Streptocarpus goetzei;tropical
Streptocarpus haygarthii;generalist
Streptocarpus heckmannianus;tropical
Streptocarpus hildebrandtii;tropical
Streptocarpus hilsenbergii;tropical
Streptocarpus hirsutissimus;tropical
Streptocarpus holstii;tropical
Streptocarpus inflatus;tropical
Streptocarpus johannis;extratropical
Streptocarpus kimbozanus;tropical
Streptocarpus kirkii;tropical
Streptocarpus leandrii;tropical
Streptocarpus levis;tropical
Streptocarpus lokohensis;tropical
Streptocarpus macropodus;tropical
Streptocarpus meyeri;extratropical
Streptocarpus micranthus;extratropical
Streptocarpus molweniensis;extratropical
Streptocarpus montanus;tropical
Streptocarpus muscosus;tropical
Streptocarpus nobilis;tropical
Streptocarpus oliganthus;tropical
Streptocarpus pallidiflorus;tropical
